Year,Region,Sex,citizenship,series,value
1988,Appenzell Innerrhoden,Sex - total,Switzerland,mortality_rate,0.012579126765135529
1988,Appenzell Innerrhoden,Male,Switzerland,mortality_rate,0.012232415902140673
1988,Appenzell Innerrhoden,Female,Switzerland,mortality_rate,0.01293174005565559
1988,Appenzell Innerrhoden,Sex - total,Foreign country,mortality_rate,0.003956478733926805
1988,Appenzell Innerrhoden,Male,Foreign country,mortality_rate,0.003787878787878788
1988,Appenzell Innerrhoden,Female,Foreign country,mortality_rate,0.004140786749482402
1988,St. Gallen,Sex - total,Citizenship (category) - total,mortality_rate,0.008970891465602657
1988,St. Gallen,Male,Citizenship (category) - total,mortality_rate,0.009259809161816526
1988,St. Gallen,Female,Citizenship (category) - total,mortality_rate,0.008691194296583412
1988,St. Gallen,Sex - total,Switzerland,mortality_rate,0.009920860205286583
1988,St. Gallen,Male,Switzerland,mortality_rate,0.010361960511252995
1988,St. Gallen,Female,Switzerland,mortality_rate,0.009511984334489285
1988,St. Gallen,Sex - total,Foreign country,mortality_rate,0.0032486962469009148
1988,St. Gallen,Male,Foreign country,mortality_rate,0.0035286897821417613
1988,St. Gallen,Female,Foreign country,mortality_rate,0.0028963120293492954
1988,Graubünden,Sex - total,Citizenship (category) - total,mortality_rate,0.009332713931770535
1988,Graubünden,Male,Citizenship (category) - total,mortality_rate,0.010301781602230033
1988,Graubünden,Female,Citizenship (category) - total,mortality_rate,0.00839637445253765
1988,Graubünden,Sex - total,Switzerland,mortality_rate,0.009775073892931462
1988,Graubünden,Male,Switzerland,mortality_rate,0.01101989090308006
1988,Graubünden,Female,Switzerland,mortality_rate,0.00862090985721219
1988,Graubünden,Sex - total,Foreign country,mortality_rate,0.005408583186360964
1988,Graubünden,Male,Foreign country,mortality_rate,0.005043373007867662
1988,Graubünden,Female,Foreign country,mortality_rate,0.005918827508455468
1988,Aargau,Sex - total,Citizenship (category) - total,mortality_rate,0.007864829819040776
1988,Aargau,Male,Citizenship (category) - total,mortality_rate,0.008519904616811288
1988,Aargau,Female,Citizenship (category) - total,mortality_rate,0.007213004004020498
1988,Aargau,Sex - total,Switzerland,mortality_rate,0.008831520098530495
1988,Aargau,Male,Switzerland,mortality_rate,0.009639114329094893
1988,Aargau,Female,Switzerland,mortality_rate,0.008060862342369553
1988,Aargau,Sex - total,Foreign country,mortality_rate,0.0021645329877675408
1988,Aargau,Male,Foreign country,mortality_rate,0.00276966078007877
1988,Aargau,Female,Foreign country,mortality_rate,0.001393028378903719
1988,Thurgau,Sex - total,Citizenship (category) - total,mortality_rate,0.009366288419174173
1988,Thurgau,Male,Citizenship (category) - total,mortality_rate,0.010204703921289615
1988,Thurgau,Female,Citizenship (category) - total,mortality_rate,0.008541281192178826
1988,Thurgau,Sex - total,Switzerland,mortality_rate,0.010580398482540252
1988,Thurgau,Male,Switzerland,mortality_rate,0.01172770995190529
1988,Thurgau,Female,Switzerland,mortality_rate,0.00950228866098847
1988,Thurgau,Sex - total,Foreign country,mortality_rate,0.0028077196153101403
1988,Thurgau,Male,Foreign country,mortality_rate,0.003064292321924144
1988,Thurgau,Female,Foreign country,mortality_rate,0.0024835646457268077
1988,Ticino,Sex - total,Citizenship (category) - total,mortality_rate,0.009190036703132239
1988,Ticino,Male,Citizenship (category) - total,mortality_rate,0.009550566029209066
1988,Ticino,Female,Citizenship (category) - total,mortality_rate,0.00886631544064438
1988,Ticino,Sex - total,Switzerland,mortality_rate,0.010122441349658846
1988,Ticino,Male,Switzerland,mortality_rate,0.01083401045898702
1988,Ticino,Female,Switzerland,mortality_rate,0.009543505161629346
1988,Ticino,Sex - total,Foreign country,mortality_rate,0.006196549137284321
1988,Ticino,Male,Foreign country,mortality_rate,0.006200201234601474
1988,Ticino,Female,Foreign country,mortality_rate,0.006192054088429226
1988,Vaud,Sex - total,Citizenship (category) - total,mortality_rate,0.009434145875392132
1988,Vaud,Male,Citizenship (category) - total,mortality_rate,0.009985467676589747
1988,Vaud,Female,Citizenship (category) - total,mortality_rate,0.008920853477287868
1988,Vaud,Sex - total,Switzerland,mortality_rate,0.010888817189259195
1988,Vaud,Male,Switzerland,mortality_rate,0.011847015379226125
1988,Vaud,Female,Switzerland,mortality_rate,0.01006016745908192
1988,Vaud,Sex - total,Foreign country,mortality_rate,0.00414842507419614
1988,Vaud,Male,Foreign country,mortality_rate,0.004271270478949805
1988,Vaud,Female,Foreign country,mortality_rate,0.003998909388348632
1988,Valais,Sex - total,Citizenship (category) - total,mortality_rate,0.007626083464408822
1988,Valais,Male,Citizenship (category) - total,mortality_rate,0.008958386303924062
1988,Valais,Female,Citizenship (category) - total,mortality_rate,0.00632754547407028
1988,Valais,Sex - total,Switzerland,mortality_rate,0.008231643671834968
1988,Valais,Male,Switzerland,mortality_rate,0.009777534182220353
1988,Valais,Female,Switzerland,mortality_rate,0.006777226309634527
1988,Valais,Sex - total,Foreign country,mortality_rate,0.003112179940585656
1988,Valais,Male,Foreign country,mortality_rate,0.003666940633495606
1988,Valais,Female,Foreign country,mortality_rate,0.0024078979051288226
1988,Neuchâtel,Sex - total,Citizenship (category) - total,mortality_rate,0.010099341954826088
1988,Neuchâtel,Male,Citizenship (category) - total,mortality_rate,0.010874166578473912
1988,Neuchâtel,Female,Citizenship (category) - total,mortality_rate,0.009383705586237231
1988,Neuchâtel,Sex - total,Switzerland,mortality_rate,0.01144984655647812
1988,Neuchâtel,Male,Switzerland,mortality_rate,0.012502323066786059
1988,Neuchâtel,Female,Switzerland,mortality_rate,0.010549590300157521
1988,Neuchâtel,Sex - total,Foreign country,mortality_rate,0.004130808950086058
1988,Neuchâtel,Male,Foreign country,mortality_rate,0.004999085533134183
1988,Neuchâtel,Female,Foreign country,mortality_rate,0.003004665137977386
1988,Genève,Sex - total,Citizenship (category) - total,mortality_rate,0.008611682590290718
1988,Genève,Male,Citizenship (category) - total,mortality_rate,0.008616741582562972
1988,Genève,Female,Citizenship (category) - total,mortality_rate,0.008607082075777286
1988,Genève,Sex - total,Switzerland,mortality_rate,0.011465805684326017
1988,Genève,Male,Switzerland,mortality_rate,0.012042966134462499
1988,Genève,Female,Switzerland,mortality_rate,0.011004820729135282
1988,Genève,Sex - total,Foreign country,mortality_rate,0.0034701529130424943
1988,Genève,Male,Foreign country,mortality_rate,0.0034873213983170497
1988,Genève,Female,Foreign country,mortality_rate,0.003450454390824707
1988,Jura,Sex - total,Citizenship (category) - total,mortality_rate,0.009600964734620677
1988,Jura,Male,Citizenship (category) - total,mortality_rate,0.011284392037530113
1988,Jura,Female,Citizenship (category) - total,mortality_rate,0.00799806839103009
1988,Jura,Sex - total,Switzerland,mortality_rate,0.010163710777626194
1988,Jura,Male,Switzerland,mortality_rate,0.01202846975088968
1988,Jura,Female,Switzerland,mortality_rate,0.008447937131630648
1988,Jura,Sex - total,Foreign country,mortality_rate,0.004138387684158252
1988,Jura,Male,Foreign country,mortality_rate,0.005220417633410673
1988,Jura,Female,Foreign country,mortality_rate,0.002699575780948708
1989,Switzerland,Sex - total,Citizenship (category) - total,mortality_rate,0.00912247053799531
1989,Switzerland,Male,Citizenship (category) - total,mortality_rate,0.009623528451096642
1989,Switzerland,Female,Citizenship (category) - total,mortality_rate,0.008644699709891922
1989,Switzerland,Sex - total,Switzerland,mortality_rate,0.010189897446569554
1989,Switzerland,Male,Switzerland,mortality_rate,0.010919541524980038
1989,Switzerland,Female,Switzerland,mortality_rate,0.009530260819076819
1989,Switzerland,Sex - total,Foreign country,mortality_rate,0.0035079853565060464
1989,Switzerland,Male,Foreign country,mortality_rate,0.003823715777743789
1989,Switzerland,Female,Foreign country,mortality_rate,0.0031092943493615864
1989,Zürich,Sex - total,Citizenship (category) - total,mortality_rate,0.009305624338915484
1989,Zürich,Male,Citizenship (category) - total,mortality_rate,0.00956819178062504
1989,Zürich,Female,Citizenship (category) - total,mortality_rate,0.009057173407132524
1989,Zürich,Sex - total,Switzerland,mortality_rate,0.010603061031787965
1989,Zürich,Male,Switzerland,mortality_rate,0.011099741819192118
1989,Zürich,Female,Switzerland,mortality_rate,0.01016315057667877
1989,Zürich,Sex - total,Foreign country,mortality_rate,0.0032618203923080345
1989,Zürich,Male,Foreign country,mortality_rate,0.003616477796406345
1989,Zürich,Female,Foreign country,mortality_rate,0.002804858739170757
1989,Bern,Sex - total,Citizenship (category) - total,mortality_rate,0.009892624537933463
1989,Bern,Male,Citizenship (category) - total,mortality_rate,0.01043480167518144
1989,Bern,Female,Citizenship (category) - total,mortality_rate,0.009378863275122325
1989,Bern,Sex - total,Switzerland,mortality_rate,0.010549353067167795
1989,Bern,Male,Switzerland,mortality_rate,0.011232720299409086
1989,Bern,Female,Switzerland,mortality_rate,0.0099225486225023
1989,Bern,Sex - total,Foreign country,mortality_rate,0.0029145479350117824
1989,Bern,Male,Foreign country,mortality_rate,0.003355268854446272
1989,Bern,Female,Foreign country,mortality_rate,0.002323285125166986
1989,Luzern,Sex - total,Citizenship (category) - total,mortality_rate,0.008509165060015183
1989,Luzern,Male,Citizenship (category) - total,mortality_rate,0.00885932909308107
1989,Luzern,Female,Citizenship (category) - total,mortality_rate,0.008170179781461756
1989,Luzern,Sex - total,Switzerland,mortality_rate,0.009125179194025095
1989,Luzern,Male,Switzerland,mortality_rate,0.009627008374178517
1989,Luzern,Female,Switzerland,mortality_rate,0.008656111324165891
1989,Luzern,Sex - total,Foreign country,mortality_rate,0.0031248066332528928
1989,Luzern,Male,Foreign country,mortality_rate,0.0031566343746598454
1989,Luzern,Female,Foreign country,mortality_rate,0.0030828792658445657
1989,Uri,Sex - total,Citizenship (category) - total,mortality_rate,0.00793769210110113
1989,Uri,Male,Citizenship (category) - total,mortality_rate,0.008431302695641848
1989,Uri,Female,Citizenship (category) - total,mortality_rate,0.007438958545803587
1989,Uri,Sex - total,Switzerland,mortality_rate,0.00819567574462657
1989,Uri,Male,Switzerland,mortality_rate,0.008779800051268905
1989,Uri,Female,Switzerland,mortality_rate,0.007617113114129745
1989,Uri,Sex - total,Foreign country,mortality_rate,0.0041802136553646075
1989,Uri,Male,Foreign country,mortality_rate,0.004038772213247173
1989,Uri,Female,Foreign country,mortality_rate,0.004371584699453552
1989,Schwyz,Sex - total,Citizenship (category) - total,mortality_rate,0.008245190305655034
1989,Schwyz,Male,Citizenship (category) - total,mortality_rate,0.008818406820056834
1989,Schwyz,Female,Citizenship (category) - total,mortality_rate,0.007660973877947607
1989,Schwyz,Sex - total,Switzerland,mortality_rate,0.008789890591714752
1989,Schwyz,Male,Switzerland,mortality_rate,0.00949176480362224
1989,Schwyz,Female,Switzerland,mortality_rate,0.008093914118010503
1989,Schwyz,Sex - total,Foreign country,mortality_rate,0.003608837250242056
1989,Schwyz,Male,Foreign country,mortality_rate,0.003751172241325414
1989,Schwyz,Female,Foreign country,mortality_rate,0.0034253475720330447
1989,Obwalden,Sex - total,Citizenship (category) - total,mortality_rate,0.008332450658475444
1989,Obwalden,Male,Citizenship (category) - total,mortality_rate,0.009072510293809757
1989,Obwalden,Female,Citizenship (category) - total,mortality_rate,0.007574674860654566
1989,Obwalden,Sex - total,Switzerland,mortality_rate,0.008631132646880679
1989,Obwalden,Male,Switzerland,mortality_rate,0.009566134377824645
1989,Obwalden,Female,Switzerland,mortality_rate,0.0076864535768645355
1989,Obwalden,Sex - total,Foreign country,mortality_rate,0.004195070791819612
1989,Obwalden,Male,Foreign country,mortality_rate,0.002849002849002849
1989,Obwalden,Female,Foreign country,mortality_rate,0.00585480093676815
1989,Nidwalden,Sex - total,Citizenship (category) - total,mortality_rate,0.007680299719013425
1989,Nidwalden,Male,Citizenship (category) - total,mortality_rate,0.00821078431372549
1989,Nidwalden,Female,Citizenship (category) - total,mortality_rate,0.007129217059197963
1989,Nidwalden,Sex - total,Switzerland,mortality_rate,0.007974059491116037
1989,Nidwalden,Male,Switzerland,mortality_rate,0.008732764281024295
1989,Nidwalden,Female,Switzerland,mortality_rate,0.007203361568732075
1989,Nidwalden,Sex - total,Foreign country,mortality_rate,0.002767017155506364
1989,Nidwalden,Male,Foreign country,mortality_rate,0.0009174311926605505
1989,Nidwalden,Female,Foreign country,mortality_rate,0.005578800557880056
1989,Glarus,Sex - total,Citizenship (category) - total,mortality_rate,0.011515851072396855
1989,Glarus,Male,Citizenship (category) - total,mortality_rate,0.012372037006623966
1989,Glarus,Female,Citizenship (category) - total,mortality_rate,0.010692088907616137
1989,Glarus,Sex - total,Switzerland,mortality_rate,0.013193990855649903
1989,Glarus,Male,Switzerland,mortality_rate,0.014328808446455505
1989,Glarus,Female,Switzerland,mortality_rate,0.012161656479980042
1989,Glarus,Sex - total,Foreign country,mortality_rate,0.0037690336197798886
1989,Glarus,Male,Foreign country,mortality_rate,0.004618310241782124
1989,Glarus,Female,Foreign country,mortality_rate,0.0027100271002710027
1989,Zug,Sex - total,Citizenship (category) - total,mortality_rate,0.007213512837910224
1989,Zug,Male,Citizenship (category) - total,mortality_rate,0.007199234632862952
1989,Zug,Female,Citizenship (category) - total,mortality_rate,0.007227659423209081
1989,Zug,Sex - total,Switzerland,mortality_rate,0.007935841451125294
1989,Zug,Male,Switzerland,mortality_rate,0.008098096085920225
1989,Zug,Female,Switzerland,mortality_rate,0.007781569965870307
1989,Zug,Sex - total,Foreign country,mortality_rate,0.0031048483401003107
1989,Zug,Male,Foreign country,mortality_rate,0.0027193359095463
1989,Zug,Female,Foreign country,mortality_rate,0.003588087549336204
1989,Fribourg,Sex - total,Citizenship (category) - total,mortality_rate,0.008784894874907013
1989,Fribourg,Male,Citizenship (category) - total,mortality_rate,0.009870317706959062
1989,Fribourg,Female,Citizenship (category) - total,mortality_rate,0.007696002980362938
1989,Fribourg,Sex - total,Switzerland,mortality_rate,0.009448205328008571
1989,Fribourg,Male,Switzerland,mortality_rate,0.010684558452111656
1989,Fribourg,Female,Switzerland,mortality_rate,0.008247004726291194
1989,Fribourg,Sex - total,Foreign country,mortality_rate,0.002508832113051047
1989,Fribourg,Male,Foreign country,mortality_rate,0.003285676227688482
1989,Fribourg,Female,Foreign country,mortality_rate,0.0014510278113663846
1989,Solothurn,Sex - total,Citizenship (category) - total,mortality_rate,0.009148496425599685
1989,Solothurn,Male,Citizenship (category) - total,mortality_rate,0.009506930243126563
1989,Solothurn,Female,Citizenship (category) - total,mortality_rate,0.008801064232792113
1989,Solothurn,Sex - total,Switzerland,mortality_rate,0.010058199351975553
1989,Solothurn,Male,Switzerland,mortality_rate,0.010540729889815935
1989,Solothurn,Female,Switzerland,mortality_rate,0.009608825884516147
1989,Solothurn,Sex - total,Foreign country,mortality_rate,0.002839799794114515
1989,Solothurn,Male,Foreign country,mortality_rate,0.0033504014160187115
1989,Solothurn,Female,Foreign country,mortality_rate,0.002185880829015544
1989,Basel-Stadt,Sex - total,Citizenship (category) - total,mortality_rate,0.013753828534203323
1989,Basel-Stadt,Male,Citizenship (category) - total,mortality_rate,0.014099967183061933
1989,Basel-Stadt,Female,Citizenship (category) - total,mortality_rate,0.013453882209888407
1989,Basel-Stadt,Sex - total,Switzerland,mortality_rate,0.01616678424727532
1989,Basel-Stadt,Male,Switzerland,mortality_rate,0.017207384835992115
1989,Basel-Stadt,Female,Switzerland,mortality_rate,0.015344483658124904
1989,Basel-Stadt,Sex - total,Foreign country,mortality_rate,0.004291845493562232
1989,Basel-Stadt,Male,Foreign country,mortality_rate,0.0043882171700667565
1989,Basel-Stadt,Female,Foreign country,mortality_rate,0.00417221996870835
1989,Basel-Landschaft,Sex - total,Citizenship (category) - total,mortality_rate,0.007326551106841899
1989,Basel-Landschaft,Male,Citizenship (category) - total,mortality_rate,0.008168689642952068
1989,Basel-Landschaft,Female,Citizenship (category) - total,mortality_rate,0.006508264462809918
1989,Basel-Landschaft,Sex - total,Switzerland,mortality_rate,0.00797568929137515
1989,Basel-Landschaft,Male,Switzerland,mortality_rate,0.00903478707459464
1989,Basel-Landschaft,Female,Switzerland,mortality_rate,0.006991713164480539
1989,Basel-Landschaft,Sex - total,Foreign country,mortality_rate,0.0031686497672012417
1989,Basel-Landschaft,Male,Foreign country,mortality_rate,0.003436229311036023
1989,Basel-Landschaft,Female,Foreign country,mortality_rate,0.0028217123338531223
1989,Schaffhausen,Sex - total,Citizenship (category) - total,mortality_rate,0.010415932571283598
1989,Schaffhausen,Male,Citizenship (category) - total,mortality_rate,0.010731678866174798
1989,Schaffhausen,Female,Citizenship (category) - total,mortality_rate,0.010120573953843635
1989,Schaffhausen,Sex - total,Switzerland,mortality_rate,0.011794072808296058
1989,Schaffhausen,Male,Switzerland,mortality_rate,0.01223720251858703
1989,Schaffhausen,Female,Switzerland,mortality_rate,0.011399620012666244
1989,Schaffhausen,Sex - total,Foreign country,mortality_rate,0.0031089003375377507
1989,Schaffhausen,Male,Foreign country,mortality_rate,0.003883495145631068
1989,Schaffhausen,Female,Foreign country,mortality_rate,0.0021662071681764474
1989,Appenzell Ausserrhoden,Sex - total,Citizenship (category) - total,mortality_rate,0.010848630163908652
1989,Appenzell Ausserrhoden,Male,Citizenship (category) - total,mortality_rate,0.011125340163278374
1989,Appenzell Ausserrhoden,Female,Citizenship (category) - total,mortality_rate,0.01058160191550166
1989,Appenzell Ausserrhoden,Sex - total,Switzerland,mortality_rate,0.012059493501272946
1989,Appenzell Ausserrhoden,Male,Switzerland,mortality_rate,0.012472283813747228
1989,Appenzell Ausserrhoden,Female,Switzerland,mortality_rate,0.011673151750972763
1989,Appenzell Ausserrhoden,Sex - total,Foreign country,mortality_rate,0.001965923984272608
1989,Appenzell Ausserrhoden,Male,Foreign country,mortality_rate,0.0023952095808383233
1989,Appenzell Ausserrhoden,Female,Foreign country,mortality_rate,0.001447178002894356
1989,Appenzell Innerrhoden,Sex - total,Citizenship (category) - total,mortality_rate,0.011404028436018957
1989,Appenzell Innerrhoden,Male,Citizenship (category) - total,mortality_rate,0.011778391740584556
1989,Appenzell Innerrhoden,Female,Citizenship (category) - total,mortality_rate,0.011015542477742567
1989,Appenzell Innerrhoden,Sex - total,Switzerland,mortality_rate,0.012195121951219513
1989,Appenzell Innerrhoden,Male,Switzerland,mortality_rate,0.012571610439210694
1989,Appenzell Innerrhoden,Female,Switzerland,mortality_rate,0.011807149885208265
1989,Appenzell Innerrhoden,Sex - total,Foreign country,mortality_rate,0.00267379679144385
1989,Appenzell Innerrhoden,Male,Foreign country,mortality_rate,0.003372681281618887
1989,Appenzell Innerrhoden,Female,Foreign country,mortality_rate,0.001890359168241966
1989,St. Gallen,Sex - total,Citizenship (category) - total,mortality_rate,0.00867577486388341
1989,St. Gallen,Male,Citizenship (category) - total,mortality_rate,0.009331373989713445
1989,St. Gallen,Female,Citizenship (category) - total,mortality_rate,0.008040158048706355
1989,St. Gallen,Sex - total,Switzerland,mortality_rate,0.009561012535235933
1989,St. Gallen,Male,Switzerland,mortality_rate,0.010404060579713551
1989,St. Gallen,Female,Switzerland,mortality_rate,0.00878032858230878
1989,St. Gallen,Sex - total,Foreign country,mortality_rate,0.003510448941921023
1989,St. Gallen,Male,Foreign country,mortality_rate,0.003949540202782363
1989,St. Gallen,Female,Foreign country,mortality_rate,0.002953491849857933
1989,Graubünden,Sex - total,Citizenship (category) - total,mortality_rate,0.009271915032099643
1989,Graubünden,Male,Citizenship (category) - total,mortality_rate,0.00981171145141096
1989,Graubünden,Female,Citizenship (category) - total,mortality_rate,0.008750189083208248
1989,Graubünden,Sex - total,Switzerland,mortality_rate,0.009729423094682128
1989,Graubünden,Male,Switzerland,mortality_rate,0.010351966873706004
1989,Graubünden,Female,Switzerland,mortality_rate,0.009152270907218854
1989,Graubünden,Sex - total,Foreign country,mortality_rate,0.005286444865827731
1989,Graubünden,Male,Foreign country,mortality_rate,0.005922416345869114
1989,Graubünden,Female,Foreign country,mortality_rate,0.0044004400440044
1989,Aargau,Sex - total,Citizenship (category) - total,mortality_rate,0.007942301575002243
1989,Aargau,Male,Citizenship (category) - total,mortality_rate,0.008398756951259405
1989,Aargau,Female,Citizenship (category) - total,mortality_rate,0.007488244960382669
1989,Aargau,Sex - total,Switzerland,mortality_rate,0.008913633023526343
1989,Aargau,Male,Switzerland,mortality_rate,0.009514743190260515
1989,Aargau,Female,Switzerland,mortality_rate,0.008341199450462154
1989,Aargau,Sex - total,Foreign country,mortality_rate,0.0023545611015490533
1989,Aargau,Male,Foreign country,mortality_rate,0.002820632312182679
1989,Aargau,Female,Foreign country,mortality_rate,0.0017580209706787218
1989,Thurgau,Sex - total,Citizenship (category) - total,mortality_rate,0.008838408888007142
1989,Thurgau,Male,Citizenship (category) - total,mortality_rate,0.009487628092976756
1989,Thurgau,Female,Citizenship (category) - total,mortality_rate,0.008199222402677297
1989,Thurgau,Sex - total,Switzerland,mortality_rate,0.00993793954567732
1989,Thurgau,Male,Switzerland,mortality_rate,0.010799794986942621
1989,Thurgau,Female,Switzerland,mortality_rate,0.009129912476402952
1989,Thurgau,Sex - total,Foreign country,mortality_rate,0.003067959961573027
1989,Thurgau,Male,Foreign country,mortality_rate,0.0035400188063499085
1989,Thurgau,Female,Foreign country,mortality_rate,0.0024665257223396757
1989,Ticino,Sex - total,Citizenship (category) - total,mortality_rate,0.009108800344848298
1989,Ticino,Male,Citizenship (category) - total,mortality_rate,0.00955570806230232
1989,Ticino,Female,Citizenship (category) - total,mortality_rate,0.008706626299784515
1989,Ticino,Sex - total,Switzerland,mortality_rate,0.010068157248841234
1989,Ticino,Male,Switzerland,mortality_rate,0.01100196463654224
1989,Ticino,Female,Switzerland,mortality_rate,0.009308118935205056
1989,Ticino,Sex - total,Foreign country,mortality_rate,0.006045160907959462
1989,Ticino,Male,Foreign country,mortality_rate,0.005810528570663525
1989,Ticino,Female,Foreign country,mortality_rate,0.006335832282889936
1989,Vaud,Sex - total,Citizenship (category) - total,mortality_rate,0.009418276736838977
1989,Vaud,Male,Citizenship (category) - total,mortality_rate,0.00994219987911559
1989,Vaud,Female,Citizenship (category) - total,mortality_rate,0.008928692217156618
1989,Vaud,Sex - total,Switzerland,mortality_rate,0.010988492948956824
1989,Vaud,Male,Switzerland,mortality_rate,0.01181069938911846
1989,Vaud,Female,Switzerland,mortality_rate,0.010278485460774839
1989,Vaud,Sex - total,Foreign country,mortality_rate,0.003889112855415115
1989,Vaud,Male,Foreign country,mortality_rate,0.00442224575664768
1989,Vaud,Female,Foreign country,mortality_rate,0.003231331555806685
1989,Valais,Sex - total,Citizenship (category) - total,mortality_rate,0.007595248353542193
1989,Valais,Male,Citizenship (category) - total,mortality_rate,0.008721244419318097
1989,Valais,Female,Citizenship (category) - total,mortality_rate,0.006497925849105523
1989,Valais,Sex - total,Switzerland,mortality_rate,0.008364465120650361
1989,Valais,Male,Switzerland,mortality_rate,0.00976348302066248
1989,Valais,Female,Switzerland,mortality_rate,0.007051235332701698
1989,Valais,Sex - total,Foreign country,mortality_rate,0.002297734627831715
1989,Valais,Male,Foreign country,mortality_rate,0.0024936209696126187
1989,Valais,Female,Foreign country,mortality_rate,0.002050380785002929
1989,Neuchâtel,Sex - total,Citizenship (category) - total,mortality_rate,0.009951503761769325
1989,Neuchâtel,Male,Citizenship (category) - total,mortality_rate,0.010624065475722044
1989,Neuchâtel,Female,Citizenship (category) - total,mortality_rate,0.00932865281134986
1989,Neuchâtel,Sex - total,Switzerland,mortality_rate,0.011694309653461485
1989,Neuchâtel,Male,Switzerland,mortality_rate,0.012885637847539707
1989,Neuchâtel,Female,Switzerland,mortality_rate,0.010676465482321625
1989,Neuchâtel,Sex - total,Foreign country,mortality_rate,0.002599795965379932
1989,Neuchâtel,Male,Foreign country,mortality_rate,0.002851489757914339
1989,Neuchâtel,Female,Foreign country,mortality_rate,0.0022722108611679163
1989,Genève,Sex - total,Citizenship (category) - total,mortality_rate,0.00837490851672435
1989,Genève,Male,Citizenship (category) - total,mortality_rate,0.008810870115621572
1989,Genève,Female,Citizenship (category) - total,mortality_rate,0.007978124167878577
1989,Genève,Sex - total,Switzerland,mortality_rate,0.01089550863852203
1989,Genève,Male,Switzerland,mortality_rate,0.012004269024074652
1989,Genève,Female,Switzerland,mortality_rate,0.010012412081092263
1989,Genève,Sex - total,Foreign country,mortality_rate,0.003889571923549793
1989,Genève,Male,Foreign country,mortality_rate,0.00410543308839902
1989,Genève,Female,Foreign country,mortality_rate,0.003640796163531091
1989,Jura,Sex - total,Citizenship (category) - total,mortality_rate,0.01017831295617628
1989,Jura,Male,Citizenship (category) - total,mortality_rate,0.011073952549217567
1989,Jura,Female,Citizenship (category) - total,mortality_rate,0.009324430006617337
1989,Jura,Sex - total,Switzerland,mortality_rate,0.010787082723653316
1989,Jura,Male,Switzerland,mortality_rate,0.011863744538770291
1989,Jura,Female,Switzerland,mortality_rate,0.009797198001371608
1989,Jura,Sex - total,Foreign country,mortality_rate,0.004377431906614786
1989,Jura,Male,Foreign country,mortality_rate,0.004798193621224951
1989,Jura,Female,Foreign country,mortality_rate,0.0038095238095238095
1990,Switzerland,Sex - total,Citizenship (category) - total,mortality_rate,0.009441845452015074
1990,Switzerland,Male,Citizenship (category) - total,mortality_rate,0.009851099592761389
1990,Switzerland,Female,Citizenship (category) - total,mortality_rate,0.009050855047574413
1990,Switzerland,Sex - total,Switzerland,mortality_rate,0.010634143635091074
1990,Switzerland,Male,Switzerland,mortality_rate,0.011290574036514197
1990,Switzerland,Female,Switzerland,mortality_rate,0.010041444858171147
1990,Switzerland,Sex - total,Foreign country,mortality_rate,0.003493007331145435
1990,Switzerland,Male,Foreign country,mortality_rate,0.003754087431347027
1990,Switzerland,Female,Foreign country,mortality_rate,0.0031621571061032448
1990,Zürich,Sex - total,Citizenship (category) - total,mortality_rate,0.009636294420214403
1990,Zürich,Male,Citizenship (category) - total,mortality_rate,0.009711719045680784
1990,Zürich,Female,Citizenship (category) - total,mortality_rate,0.009564734297880413
1990,Zürich,Sex - total,Switzerland,mortality_rate,0.011082544381214858
1990,Zürich,Male,Switzerland,mortality_rate,0.011415887109560806
1990,Zürich,Female,Switzerland,mortality_rate,0.010787618387248045
1990,Zürich,Sex - total,Foreign country,mortality_rate,0.003161031715050129
1990,Zürich,Male,Foreign country,mortality_rate,0.0033710327158725075
1990,Zürich,Female,Foreign country,mortality_rate,0.002888402625820569
1990,Bern,Sex - total,Citizenship (category) - total,mortality_rate,0.010300632526520956
1990,Bern,Male,Citizenship (category) - total,mortality_rate,0.011035585418255204
1990,Bern,Female,Citizenship (category) - total,mortality_rate,0.00960341601338708
1990,Bern,Sex - total,Switzerland,mortality_rate,0.011042427025911761
1990,Bern,Male,Switzerland,mortality_rate,0.011938215951447027
1990,Bern,Female,Switzerland,mortality_rate,0.010222602242766153
1990,Bern,Sex - total,Foreign country,mortality_rate,0.0030444697833523376
1990,Bern,Male,Foreign country,mortality_rate,0.003691574873474248
1990,Bern,Female,Foreign country,mortality_rate,0.00217070883022913
1990,Luzern,Sex - total,Citizenship (category) - total,mortality_rate,0.008869415538690244
1990,Luzern,Male,Citizenship (category) - total,mortality_rate,0.009372815657367986
1990,Luzern,Female,Citizenship (category) - total,mortality_rate,0.008380870155098518
1990,Luzern,Sex - total,Switzerland,mortality_rate,0.009618160438802165
1990,Luzern,Male,Switzerland,mortality_rate,0.010339874142293586
1990,Luzern,Female,Switzerland,mortality_rate,0.008944434233903082
1990,Luzern,Sex - total,Foreign country,mortality_rate,0.0028749401054144704
1990,Luzern,Male,Foreign country,mortality_rate,0.002817458355988335
1990,Luzern,Female,Foreign country,mortality_rate,0.0029512067156348375
1990,Uri,Sex - total,Citizenship (category) - total,mortality_rate,0.008707280832095097
1990,Uri,Male,Citizenship (category) - total,mortality_rate,0.00951761645779144
1990,Uri,Female,Citizenship (category) - total,mortality_rate,0.007888131946934385
1990,Uri,Sex - total,Switzerland,mortality_rate,0.009147410358565738
